track_id,instrument,predicted
track_0361994,guitar,guitar
track_0364840,bass,voice
track_0367816,guitar,guitar
track_0376419,guitar,voice
track_0384148,drums,drums
track_0387422,bass,drums
track_0387501,guitar,guitar
track_0387511,guitar,guitar
track_0387516,guitar,guitar
track_0387598,guitar,voice
track_0398613,bass,drums
track_0398853,bass,drums
track_0417580,guitar,piano
track_0417581,guitar,guitar
track_0417585,guitar,guitar
track_0417626,guitar,guitar
track_0418719,guitar,voice
track_0426751,drums,piano
track_0434767,guitar,guitar
track_0461013,guitar,guitar
track_0461015,guitar,guitar
track_0461017,guitar,drums
track_0461018,guitar,guitar
track_0461021,guitar,guitar
track_0476786,guitar,guitar
track_0476802,guitar,drums
track_0476810,guitar,guitar
track_0480312,drums,drums
track_0482266,guitar,guitar
track_0482273,guitar,guitar
track_0493957,guitar,piano
track_0501437,guitar,guitar
track_0504078,guitar,guitar
track_0521030,bass,voice
track_0537851,guitar,voice
track_0542360,guitar,guitar
track_0558566,guitar,piano
track_0558568,guitar,drums
track_0575456,guitar,guitar
track_0575468,guitar,guitar
track_0577325,guitar,drums
track_0582656,guitar,voice
track_0582667,bass,voice
track_0584804,drums,drums
track_0597317,bass,drums
track_0615068,guitar,guitar
track_0622393,guitar,guitar
track_0622396,guitar,guitar
track_0622769,guitar,guitar
track_0669141,guitar,guitar
track_0669142,guitar,guitar
track_0679753,guitar,drums
track_0679785,guitar,guitar
track_0679787,guitar,guitar
track_0679791,guitar,guitar
track_0682398,drums,drums
track_0704689,guitar,guitar
track_0704691,guitar,guitar
track_0718501,guitar,guitar
track_0718504,guitar,guitar
track_0718508,guitar,guitar
track_0718510,guitar,guitar
track_0718512,guitar,guitar
track_0721200,drums,drums
track_0725213,guitar,drums
track_0728919,bass,drums
track_0752575,bass,drums
track_0765174,guitar,drums
track_0768469,guitar,drums
track_0768489,guitar,guitar
track_0768504,drums,drums
track_0768512,drums,voice
track_0785607,guitar,drums
track_0785653,drums,guitar
track_0795410,guitar,drums
track_0795725,drums,drums
track_0797631,guitar,guitar
track_0801678,guitar,guitar
track_0802415,guitar,piano
track_0802417,guitar,piano
track_0802421,guitar,guitar
track_0811641,guitar,guitar
track_0811694,guitar,guitar
track_0811724,guitar,guitar
track_0811725,guitar,guitar
track_0811729,guitar,guitar
track_0835794,guitar,guitar
track_0835814,guitar,guitar
track_0835856,guitar,guitar
track_0835929,guitar,guitar
track_0835996,guitar,guitar
track_0836024,guitar,guitar
track_0855265,bass,drums
track_0855266,bass,drums
track_0855267,bass,drums
track_0855268,bass,drums
track_0855269,bass,drums
track_0855270,bass,drums
track_0855271,bass,drums
track_0855272,bass,drums
track_0855273,bass,drums
track_0855274,bass,drums
track_0855275,bass,drums
track_0855359,bass,drums
track_0855408,bass,drums
track_0857493,guitar,guitar
track_0866138,guitar,guitar
track_0868277,drums,voice
track_0875036,bass,voice
track_0875081,guitar,guitar
track_0875082,guitar,guitar
track_0875083,guitar,drums
track_0875084,guitar,drums
track_0875085,guitar,guitar
track_0875086,guitar,guitar
track_0875087,guitar,guitar
track_0875088,guitar,guitar
track_0878744,guitar,guitar
track_0890578,guitar,guitar
track_0890974,guitar,guitar
track_0890975,guitar,guitar
track_0890978,guitar,guitar
track_0890979,guitar,guitar
track_0891038,guitar,guitar
track_0891053,guitar,guitar
track_0896526,guitar,guitar
track_0896527,guitar,guitar
track_0896528,guitar,guitar
track_0896529,guitar,guitar
track_0896530,guitar,piano
track_0900237,drums,drums
track_0901224,guitar,guitar
track_0902228,guitar,voice
track_0905012,guitar,piano
track_0914774,guitar,guitar
track_0919356,bass,guitar
track_0920344,guitar,guitar
track_0922859,bass,voice
track_0924964,bass,piano
track_0934871,bass,guitar
track_0939272,voice,voice
track_0939273,voice,drums
track_0939274,voice,voice
track_0939275,voice,voice
track_0939276,voice,voice
track_0943828,guitar,guitar
track_0951879,voice,piano
track_0951886,voice,piano
track_0951887,voice,piano
track_0951890,voice,voice
track_0955793,guitar,drums
track_0955799,guitar,drums
track_0956029,guitar,guitar
track_0956030,guitar,voice
track_0957450,guitar,guitar
track_0957452,guitar,piano
track_0957453,guitar,guitar
track_0957462,guitar,guitar
track_0967230,drums,voice
track_0967235,drums,voice
track_0967241,drums,voice
track_0969701,guitar,drums
track_0969703,guitar,drums
track_0973245,guitar,drums
track_0973253,guitar,piano
track_0981458,guitar,guitar
track_0981459,guitar,voice
track_0981460,guitar,voice
track_0981461,guitar,voice
track_0981463,guitar,guitar
track_0984653,guitar,guitar
track_0984997,drums,voice
track_0987275,guitar,guitar
track_0989068,guitar,voice
track_0992499,guitar,guitar
track_0992500,guitar,drums
track_0993550,guitar,voice
track_0993560,guitar,voice
track_0996960,bass,guitar
track_0997667,guitar,guitar
track_0998692,guitar,drums
track_1004129,voice,voice
track_1010821,guitar,drums
track_1012345,guitar,guitar
track_1016180,drums,drums
track_1016182,guitar,guitar
track_1016734,guitar,voice
track_1023137,guitar,voice
track_1023138,guitar,piano
track_1023139,guitar,voice
track_1027910,guitar,voice
track_1027924,drums,drums
track_1027987,guitar,guitar
track_1028887,guitar,guitar
track_1029512,voice,drums
track_1029542,guitar,guitar
track_1029551,guitar,guitar
track_1030386,guitar,guitar
track_1031106,bass,drums
track_1031108,bass,drums
track_1031109,bass,drums
track_1032839,guitar,guitar
track_1032840,guitar,voice
track_1032841,guitar,voice
track_1032843,guitar,voice
track_1033164,bass,guitar
track_1035010,guitar,guitar
track_1036078,bass,drums
track_1036080,bass,voice
track_1036081,bass,drums
track_1036082,bass,drums
track_1039516,bass,drums
track_1039523,guitar,guitar
track_1041555,guitar,guitar
track_1041557,guitar,guitar
track_1041559,guitar,guitar
track_1041675,guitar,guitar
track_1041676,guitar,guitar
track_1048083,drums,drums
track_1051948,guitar,drums
track_1051949,guitar,drums
track_1051950,guitar,drums
track_1051951,guitar,drums
track_1051952,guitar,drums
track_1051953,guitar,drums
track_1051954,guitar,guitar
track_1051955,guitar,drums
track_1052558,guitar,voice
track_1052624,guitar,guitar
track_1052625,guitar,guitar
track_1052626,guitar,guitar
track_1052627,guitar,guitar
track_1052628,guitar,guitar
track_1052629,guitar,guitar
track_1052630,guitar,guitar
track_1052631,guitar,guitar
track_1052632,guitar,guitar
track_1052633,guitar,guitar
track_1052658,drums,drums
track_1054098,voice,voice
track_1054099,voice,voice
track_1054100,voice,voice
track_1054102,voice,voice
track_1054103,voice,piano
track_1054104,voice,drums
track_1054105,voice,voice
track_1054106,voice,voice
track_1054107,voice,piano
track_1054108,voice,drums
track_1054109,voice,voice
track_1056125,bass,voice
track_1056126,bass,guitar
track_1056127,bass,voice
track_1056128,bass,voice
track_1057762,guitar,guitar
track_1057764,guitar,guitar
track_1057765,guitar,guitar
track_1057766,guitar,guitar
track_1057767,guitar,guitar
track_1058134,drums,voice
track_1058920,guitar,guitar
track_1058921,guitar,guitar
track_1058927,guitar,guitar
track_1058945,guitar,guitar
track_1061377,guitar,guitar
track_1062232,bass,drums
track_1063871,guitar,piano
track_1065336,guitar,drums
track_1071631,guitar,guitar
track_1072916,bass,drums
track_1077278,guitar,guitar
track_1077908,guitar,drums
track_1077912,guitar,drums
track_1078614,guitar,guitar
track_1078827,guitar,guitar
track_1079190,guitar,drums
track_1080394,drums,piano
track_1080398,drums,drums
track_1080502,guitar,guitar
track_1080900,guitar,drums
track_1081334,guitar,drums
track_1081335,guitar,voice
track_1081336,guitar,voice
track_1081337,guitar,guitar
track_1081338,guitar,voice
track_1081339,guitar,voice
track_1081340,guitar,voice
track_1082696,voice,voice
track_1085692,guitar,voice
track_1085878,guitar,voice
track_1086300,guitar,guitar
track_1086514,guitar,drums
track_1087090,guitar,drums
track_1089972,guitar,guitar
track_1094793,guitar,guitar
track_1095480,guitar,drums
track_1095717,guitar,guitar
track_1095730,guitar,guitar
track_1095755,guitar,guitar
track_1095757,guitar,guitar
track_1096138,guitar,guitar
track_1096308,guitar,guitar
track_1096919,guitar,piano
track_1096928,guitar,drums
track_1098161,drums,guitar
track_1098416,guitar,guitar
track_1100189,drums,drums
track_1100194,drums,drums
track_1105199,guitar,voice
track_1107730,guitar,guitar
track_1108662,guitar,drums
track_1109323,guitar,voice
track_1112034,guitar,guitar
track_1113085,guitar,guitar
track_1114535,guitar,guitar
track_1115349,guitar,guitar
track_1117434,guitar,voice
track_1117435,guitar,guitar
track_1117436,guitar,voice
track_1117437,guitar,guitar
track_1117438,guitar,guitar
track_1117440,guitar,piano
track_1117441,guitar,voice
track_1117442,guitar,voice
track_1117443,guitar,voice
track_1117444,guitar,voice
track_1117445,guitar,voice
track_1117446,guitar,voice
track_1117447,guitar,voice
track_1117540,guitar,guitar
track_1117577,guitar,voice
track_1118540,guitar,guitar
track_1118541,guitar,piano
track_1118542,guitar,guitar
track_1118543,guitar,guitar
track_1118544,guitar,guitar
track_1118576,guitar,piano
track_1119469,voice,piano
track_1119470,voice,voice
track_1119471,voice,voice
track_1119472,voice,voice
track_1119473,voice,voice
track_1119474,voice,voice
track_1119475,voice,drums
track_1119476,voice,voice
track_1119477,voice,voice
track_1119516,voice,voice
track_1119517,voice,voice
track_1119518,voice,voice
track_1119519,voice,voice
track_1119520,voice,voice
track_1119590,guitar,guitar
track_1119592,guitar,guitar
track_1119594,guitar,guitar
track_1119596,guitar,guitar
track_1119922,guitar,voice
track_1120471,bass,drums
track_1121532,guitar,guitar
track_1121554,guitar,guitar
track_1121556,guitar,drums
track_1121558,guitar,drums
track_1121565,guitar,guitar
track_1121568,guitar,guitar
track_1121886,drums,drums
track_1121896,drums,drums
track_1123033,guitar,guitar
track_1123854,drums,drums
track_1124167,guitar,guitar
track_1124169,guitar,drums
track_1124968,bass,drums
track_1124969,bass,drums
track_1124970,drums,drums
track_1124971,bass,drums
track_1124972,bass,guitar
track_1125365,guitar,guitar
track_1125367,guitar,piano
track_1125368,guitar,piano
track_1125375,guitar,piano
track_1125387,guitar,piano
track_1125389,guitar,guitar
track_1125391,guitar,drums
track_1125425,guitar,guitar
track_1125443,guitar,piano
track_1125444,guitar,drums
track_1125617,guitar,piano
track_1125618,guitar,piano
track_1125622,guitar,guitar
track_1125647,guitar,guitar
track_1125660,guitar,drums
track_1125663,guitar,drums
track_1125666,guitar,guitar
track_1125667,guitar,guitar
track_1125669,guitar,guitar
track_1125730,guitar,guitar
track_1125731,guitar,guitar
track_1125745,guitar,guitar
track_1125746,guitar,guitar
track_1126064,guitar,guitar
track_1128825,bass,guitar
track_1128828,guitar,guitar
track_1129031,guitar,guitar
track_1131291,voice,voice
track_1131292,voice,voice
track_1131293,voice,voice
track_1131294,voice,piano
track_1132448,guitar,drums
track_1132449,bass,drums
track_1132451,guitar,drums
track_1132453,bass,drums
track_1133339,bass,drums
track_1133341,bass,drums
track_1133342,bass,drums
track_1133343,bass,drums
track_1133344,bass,drums
track_1133345,bass,drums
track_1133346,bass,voice
track_1133347,bass,drums
track_1133348,bass,drums
track_1133349,bass,voice
track_1133350,bass,drums
track_1134460,guitar,guitar
track_1134461,guitar,guitar
track_1134465,guitar,guitar
track_1134466,guitar,guitar
track_1134467,guitar,piano
track_1135807,guitar,guitar
track_1135811,guitar,drums
track_1135916,guitar,voice
track_1143805,voice,voice
track_1143806,voice,voice
track_1143808,guitar,voice
track_1143811,guitar,guitar
track_1143816,guitar,drums
track_1143857,guitar,guitar
track_1143858,guitar,guitar
track_1143977,guitar,guitar
track_1144143,drums,voice
track_1144450,bass,drums
track_1144451,bass,drums
track_1144454,bass,guitar
track_1146530,guitar,guitar
track_1149313,guitar,guitar
track_1150509,bass,drums
track_1150899,guitar,drums
track_1155891,guitar,guitar
track_1155991,bass,guitar
track_1155992,bass,guitar
track_1155993,bass,guitar
track_1155994,bass,guitar
track_1155995,bass,guitar
track_1155998,bass,guitar
track_1156007,bass,guitar
track_1156008,bass,guitar
track_1156009,bass,drums
track_1156010,bass,drums
track_1156011,bass,drums
track_1156012,bass,guitar
track_1156013,bass,guitar
track_1156014,bass,guitar
track_1156015,bass,drums
track_1156016,bass,guitar
track_1156017,bass,drums
track_1156020,bass,drums
track_1156021,bass,drums
track_1156022,bass,drums
track_1156023,bass,guitar
track_1157701,guitar,guitar
track_1158260,drums,drums
track_1158501,voice,guitar
track_1159658,voice,voice
track_1159698,voice,voice
track_1159740,voice,voice
track_1159861,voice,voice
track_1159952,voice,voice
track_1161063,bass,bass
track_1161202,drums,drums
track_1162097,guitar,guitar
track_1162950,guitar,guitar
track_1163962,guitar,guitar
track_1163963,guitar,guitar
track_1163964,guitar,guitar
track_1163965,guitar,guitar
track_1163967,guitar,guitar
track_1163968,guitar,guitar
track_1163969,guitar,guitar
track_1163970,guitar,guitar
track_1163971,guitar,guitar
track_1164047,guitar,guitar
track_1164636,guitar,guitar
track_1166609,drums,drums
track_1166807,bass,drums
track_1166929,guitar,guitar
track_1167863,guitar,voice
track_1167864,bass,voice
track_1167867,guitar,voice
track_1168388,guitar,guitar
track_1168782,guitar,guitar
track_1169151,guitar,guitar
track_1171016,guitar,piano
track_1171912,guitar,voice
track_1172866,guitar,drums
track_1172868,guitar,voice
track_1173740,bass,voice
track_1173871,drums,drums
track_1174123,drums,drums
track_1177439,bass,voice
track_1177896,guitar,guitar
track_1180362,drums,voice
track_1180945,drums,voice
track_1180946,drums,guitar
track_1180947,drums,guitar
track_1180949,drums,guitar
track_1188198,bass,drums
track_1188977,guitar,voice
track_1188988,guitar,drums
track_1189092,guitar,voice
track_1189102,guitar,guitar
track_1189670,bass,voice
track_1189672,bass,drums
track_1189999,drums,guitar
track_1194911,drums,drums
track_1195124,bass,drums
track_1195780,bass,drums
track_1195794,bass,drums
track_1195798,drums,drums
track_1195799,bass,drums
track_1197061,guitar,guitar
track_1197079,guitar,guitar
track_1197084,guitar,guitar
track_1197088,guitar,guitar
track_1197089,guitar,guitar
track_1197092,guitar,guitar
track_1197103,guitar,drums
track_1197329,guitar,drums
track_1197330,guitar,drums
track_1197331,guitar,drums
track_1197332,guitar,drums
track_1197333,guitar,drums
track_1197340,guitar,drums
track_1197341,guitar,drums
track_1197343,guitar,drums
track_1198189,guitar,voice
track_1198192,guitar,guitar
track_1198577,bass,voice
track_1198667,guitar,drums
track_1198669,guitar,guitar
track_1202100,guitar,voice
track_1202102,guitar,guitar
track_1204591,guitar,guitar
track_1205051,bass,guitar
track_1205771,guitar,drums
track_1205787,bass,drums
track_1205830,guitar,drums
track_1207997,guitar,guitar
track_1208037,guitar,guitar
track_1208043,guitar,guitar
track_1208440,bass,bass
track_1209480,drums,drums
track_1210874,guitar,guitar
track_1210925,voice,drums
track_1211803,drums,drums
track_1216148,guitar,piano
track_1216213,drums,voice
track_1219473,guitar,guitar
track_1219560,guitar,guitar
track_1219701,bass,drums
track_1219943,bass,drums
track_1220580,guitar,voice
track_1221586,guitar,voice
track_1221848,guitar,guitar
track_1221849,guitar,guitar
track_1221855,guitar,guitar
track_1222345,guitar,drums
track_1222347,guitar,guitar
track_1222779,guitar,guitar
track_1222780,guitar,guitar
track_1222843,guitar,voice
track_1222860,guitar,guitar
track_1222864,guitar,guitar
track_1222901,guitar,voice
track_1222955,drums,guitar
track_1223077,guitar,guitar
track_1223080,guitar,guitar
track_1223081,guitar,guitar
track_1223083,guitar,guitar
track_1223086,guitar,bass
track_1223700,guitar,guitar
track_1223933,guitar,guitar
track_1223934,guitar,guitar
track_1223941,guitar,guitar
track_1223943,guitar,guitar
track_1223944,guitar,guitar
track_1223950,guitar,guitar
track_1224660,guitar,guitar
track_1224662,guitar,guitar
track_1225160,drums,guitar
track_1225192,guitar,guitar
track_1225290,guitar,guitar
track_1225292,guitar,guitar
track_1225293,guitar,guitar
track_1225296,guitar,guitar
track_1225307,guitar,guitar
track_1225866,guitar,guitar
track_1225956,guitar,drums
track_1225957,guitar,guitar
track_1226206,guitar,guitar
track_1226703,bass,guitar
track_1226704,guitar,guitar
track_1226797,guitar,bass
track_1231676,guitar,guitar
track_1231697,guitar,drums
track_1232339,guitar,guitar
track_1232347,bass,voice
track_1233734,bass,drums
track_1233764,bass,drums
track_1234244,guitar,drums
track_1234249,guitar,guitar
track_1234412,guitar,drums
track_1234482,drums,voice
track_1234483,drums,drums
track_1234484,drums,drums
track_1234485,drums,drums
track_1234487,drums,drums
track_1234489,drums,drums
track_1234491,drums,drums
track_1234493,drums,drums
track_1235361,guitar,drums
track_1236047,drums,guitar
track_1236048,guitar,voice
track_1236052,guitar,voice
track_1236512,drums,drums
track_1236513,drums,drums
track_1236514,drums,guitar
track_1236516,drums,drums
track_1236646,bass,drums
track_1236647,bass,drums
track_1236859,guitar,drums
track_1236868,guitar,drums
track_1236870,guitar,guitar
track_1236965,drums,piano
track_1237057,bass,voice
track_1237953,guitar,voice
track_1241537,bass,guitar
track_1241789,guitar,guitar
track_1244465,bass,drums
track_1244855,drums,drums
track_1244872,guitar,guitar
track_1244946,guitar,drums
track_1245150,drums,drums
track_1245890,bass,drums
track_1245891,bass,drums
track_1245902,bass,drums
track_1246338,guitar,piano
track_1248709,guitar,guitar
track_1248727,guitar,voice
track_1248731,guitar,guitar
track_1250203,guitar,voice
track_1250208,guitar,guitar
track_1251038,guitar,voice
track_1251313,voice,voice
track_1251435,bass,guitar
track_1251467,guitar,voice
track_1251855,guitar,guitar
track_1251908,voice,guitar
track_1253145,guitar,drums
track_1253254,voice,guitar
track_1254541,drums,drums
track_1254619,voice,guitar
track_1254634,guitar,guitar
track_1254636,guitar,voice
track_1255912,bass,piano
track_1256831,guitar,drums
track_1257004,drums,drums
track_1258187,drums,drums
track_1265462,drums,voice
track_1267777,guitar,drums
track_1268022,bass,voice
track_1268058,bass,voice
track_1268077,bass,piano
track_1269811,drums,voice
track_1269812,drums,voice
track_1269813,guitar,guitar
track_1270035,guitar,guitar
track_1270596,guitar,drums
track_1272096,drums,bass
track_1273388,bass,voice
track_1273396,bass,voice
track_1276479,guitar,voice
track_1276486,guitar,guitar
track_1276505,guitar,drums
track_1276508,guitar,guitar
track_1276513,guitar,guitar
track_1276567,guitar,drums
track_1277799,guitar,drums
track_1277807,guitar,guitar
track_1277817,bass,drums
track_1278989,bass,drums
track_1279223,bass,drums
track_1279781,guitar,voice
track_1283032,drums,piano
track_1283033,drums,piano
track_1283035,drums,piano
track_1284340,voice,voice
track_1284732,bass,guitar
track_1284734,bass,guitar
track_1284737,bass,drums
track_1284778,guitar,voice
track_1284782,drums,guitar
track_1284784,guitar,guitar
track_1286240,guitar,voice
track_1287088,bass,guitar
track_1287089,bass,guitar
track_1287090,bass,guitar
track_1287091,bass,guitar
track_1287092,bass,guitar
track_1287093,bass,guitar
track_1287754,drums,guitar
track_1287755,drums,guitar
track_1287756,drums,guitar
track_1288108,guitar,voice
track_1288377,drums,drums
track_1289369,guitar,guitar
track_1289370,guitar,guitar
track_1289372,guitar,guitar
track_1289378,guitar,guitar
track_1289381,guitar,guitar
track_1289382,guitar,guitar
track_1291949,guitar,voice
track_1293910,guitar,guitar
track_1294001,guitar,guitar
track_1294004,guitar,guitar
track_1294104,drums,drums
track_1294115,bass,voice
track_1294207,guitar,drums
track_1294827,guitar,guitar
track_1294933,voice,voice
track_1294938,voice,voice
track_1294939,voice,voice
track_1294943,voice,voice
track_1295379,voice,voice
track_1295411,guitar,piano
track_1296365,guitar,drums
track_1297067,drums,drums
track_1297476,bass,drums
track_1297477,bass,drums
track_1297478,bass,drums
track_1297479,bass,drums
track_1297480,bass,drums
track_1297481,bass,drums
track_1297483,bass,drums
track_1297484,bass,drums
track_1297485,bass,drums
track_1297494,bass,drums
track_1300040,voice,voice
track_1300050,voice,drums
track_1300180,voice,voice
track_1302995,guitar,guitar
track_1303000,guitar,guitar
track_1303077,bass,voice
track_1303654,bass,voice
track_1303969,bass,drums
track_1304735,drums,drums
track_1305116,bass,voice
track_1305117,bass,drums
track_1305118,bass,voice
track_1305119,bass,drums
track_1305120,bass,drums
track_1305121,bass,voice
track_1305122,bass,drums
track_1305123,bass,drums
track_1305124,bass,drums
track_1305125,bass,drums
track_1306024,drums,drums
track_1306027,drums,drums
track_1307481,drums,guitar
track_1307835,guitar,guitar
track_1308616,bass,drums
track_1308617,bass,drums
track_1308618,bass,drums
track_1308619,bass,drums
track_1308620,bass,drums
track_1308621,bass,drums
track_1308622,bass,drums
track_1308623,bass,drums
track_1308624,bass,drums
track_1309358,voice,drums
track_1309470,bass,drums
track_1309733,guitar,guitar
track_1310217,guitar,guitar
track_1310235,guitar,piano
track_1312122,drums,guitar
track_1312246,guitar,drums
track_1312606,guitar,guitar
track_1312860,drums,guitar
track_1312996,drums,drums
track_1313457,bass,drums
track_1314133,bass,drums
track_1314304,bass,drums
track_1315879,guitar,guitar
track_1316335,drums,drums
track_1319239,guitar,voice
track_1319530,bass,guitar
track_1319537,bass,guitar
track_1319859,bass,voice
track_1320634,bass,voice
track_1320938,drums,drums
track_1321485,voice,drums
track_1325386,voice,voice
track_1326219,guitar,guitar
track_1326527,guitar,voice
track_1326529,guitar,guitar
track_1326537,guitar,voice
track_1326538,guitar,voice
track_1326691,drums,drums
track_1326730,drums,guitar
track_1326735,drums,guitar
track_1326757,drums,guitar
track_1326806,drums,bass
track_1326839,drums,guitar
track_1326841,drums,guitar
track_1326855,drums,guitar
track_1327741,drums,voice
track_1328085,drums,guitar
track_1328101,drums,guitar
track_1328127,drums,guitar
track_1328131,drums,guitar
track_1328152,drums,bass
track_1328470,guitar,bass
track_1328695,guitar,voice
track_1329123,guitar,guitar
track_1329450,guitar,guitar
track_1329456,guitar,guitar
track_1329491,drums,drums
track_1329825,guitar,voice
track_1329828,guitar,guitar
track_1329931,guitar,guitar
track_1329943,guitar,guitar
track_1329944,guitar,guitar
